odtaz_timeslot,o2d_taz,timeslot,ODcount
"47-阊门桥,17-19",47-阊门桥,17-19,18
"47-阊门桥,19-24",47-阊门桥,19-24,6
"47-阊门桥,7-9",47-阊门桥,7-9,6
"47-阊门桥,9-17",47-阊门桥,9-17,18
"47-100,9-17",47-100,9-17,6
"47-1002,9-17",47-1002,9-17,12
"47-1003,19-24",47-1003,19-24,24
"47-1003,7-9",47-1003,7-9,6
"47-1003,9-17",47-1003,9-17,18
"47-1004,9-17",47-1004,9-17,6
"47-1005,0-7",47-1005,0-7,12
"47-1005,9-17",47-1005,9-17,18
"47-1009,0-7",47-1009,0-7,6
"47-1009,17-19",47-1009,17-19,6
"47-1009,19-24",47-1009,19-24,42
"47-1009,9-17",47-1009,9-17,42
"47-景德桥,9-17",47-景德桥,9-17,6
"47-1011,19-24",47-1011,19-24,6
"47-1013,0-7",47-1013,0-7,24
"47-1013,17-19",47-1013,17-19,6
"47-1013,19-24",47-1013,19-24,42
"47-1013,7-9",47-1013,7-9,30
"47-1013,9-17",47-1013,9-17,72
"47-阊门桥,17-19",47-阊门桥,17-19,6
"47-阊门桥,19-24",47-阊门桥,19-24,6
"47-阊门桥,9-17",47-阊门桥,9-17,6
"47-102,17-19",47-102,17-19,6
"47-104,19-24",47-104,19-24,30
"47-104,9-17",47-104,9-17,18
"47-107,7-9",47-107,7-9,6
"47-108,19-24",47-108,19-24,6
"47-相门桥,17-19",47-相门桥,17-19,6
"47-相门桥,19-24",47-相门桥,19-24,12
"47-相门桥,9-17",47-相门桥,9-17,6
"47-姑胥桥,0-7",47-姑胥桥,0-7,12
"47-姑胥桥,9-17",47-姑胥桥,9-17,24
"47-姑胥桥,17-19",47-姑胥桥,17-19,6
"47-116,0-7",47-116,0-7,6
"47-116,19-24",47-116,19-24,6
"47-126,19-24",47-126,19-24,6
"47-新市桥,0-7",47-新市桥,0-7,6
"47-新市桥,17-19",47-新市桥,17-19,6
"47-新市桥,19-24",47-新市桥,19-24,6
"47-新市桥,9-17",47-新市桥,9-17,18
"47-相门桥,0-7",47-相门桥,0-7,12
"47-相门桥,17-19",47-相门桥,17-19,6
"47-相门桥,19-24",47-相门桥,19-24,18
"47-相门桥,7-9",47-相门桥,7-9,6
"47-相门桥,9-17",47-相门桥,9-17,24
"47-13,9-17",47-13,9-17,6
"47-131,0-7",47-131,0-7,12
"47-131,19-24",47-131,19-24,18
"47-131,9-17",47-131,9-17,6
"47-132,0-7",47-132,0-7,6
"47-132,19-24",47-132,19-24,12
"47-135,19-24",47-135,19-24,6
"47-138,0-7",47-138,0-7,6
"47-14,19-24",47-14,19-24,6
"47-140,17-19",47-140,17-19,12
"47-140,19-24",47-140,19-24,6
"47-新市桥,0-7",47-新市桥,0-7,36
"47-新市桥,17-19",47-新市桥,17-19,6
"47-新市桥,19-24",47-新市桥,19-24,18
"47-新市桥,7-9",47-新市桥,7-9,6
"47-新市桥,9-17",47-新市桥,9-17,30
"47-144,0-7",47-144,0-7,18
"47-144,17-19",47-144,17-19,12
"47-144,19-24",47-144,19-24,18
"47-144,9-17",47-144,9-17,18
"47-145,17-19",47-145,17-19,6
"47-146,19-24",47-146,19-24,6
"47-146,7-9",47-146,7-9,6
"47-149,19-24",47-149,19-24,6
"47-149,7-9",47-149,7-9,6
"47-151,9-17",47-151,9-17,6
"47-156,19-24",47-156,19-24,12
"47-156,7-9",47-156,7-9,12
"47-156,9-17",47-156,9-17,18
"47-竹辉路,17-19",47-竹辉路,17-19,6
"47-竹辉路,19-24",47-竹辉路,19-24,6
"47-161,19-24",47-161,19-24,6
"47-161,9-17",47-161,9-17,12
"47-162,9-17",47-162,9-17,6
"47-163,9-17",47-163,9-17,6
"47-164,0-7",47-164,0-7,36
"47-164,17-19",47-164,17-19,18
"47-164,19-24",47-164,19-24,48
"47-164,7-9",47-164,7-9,12
"47-164,9-17",47-164,9-17,42
"47-165,0-7",47-165,0-7,18
"47-165,17-19",47-165,17-19,6
"47-165,19-24",47-165,19-24,6
"47-165,7-9",47-165,7-9,6
"47-165,9-17",47-165,9-17,12
"47-167,19-24",47-167,19-24,6
"47-168,19-24",47-168,19-24,6
"47-169,0-7",47-169,0-7,6
"47-169,19-24",47-169,19-24,6
"47-169,7-9",47-169,7-9,6
"47-169,9-17",47-169,9-17,12
"47-金门路,0-7",47-金门路,0-7,6
"47-金门路,7-9",47-金门路,7-9,6
"47-金门路,9-17",47-金门路,9-17,12
"47-171,7-9",47-171,7-9,6
"47-171,9-17",47-171,9-17,12
"47-175,19-24",47-175,19-24,6
"47-177,9-17",47-177,9-17,6
"47-179,7-9",47-179,7-9,6
"47-181,9-17",47-181,9-17,6
"47-182,7-9",47-182,7-9,6
"47-186,7-9",47-186,7-9,6
"47-187,9-17",47-187,9-17,6
"47-188,17-19",47-188,17-19,6
"47-景德桥,19-24",47-景德桥,19-24,6
"47-景德桥,9-17",47-景德桥,9-17,6
"47-葑门桥,0-7",47-葑门桥,0-7,6
"47-葑门桥,17-19",47-葑门桥,17-19,12
"47-葑门桥,19-24",47-葑门桥,19-24,6
"47-葑门桥,7-9",47-葑门桥,7-9,12
"47-葑门桥,9-17",47-葑门桥,9-17,6
"47-葑门桥,0-7",47-葑门桥,0-7,6
"47-葑门桥,19-24",47-葑门桥,19-24,18
"47-葑门桥,9-17",47-葑门桥,9-17,6
"47-197,19-24",47-197,19-24,6
"47-198,0-7",47-198,0-7,18
"47-198,17-19",47-198,17-19,30
"47-198,19-24",47-198,19-24,42
"47-198,9-17",47-198,9-17,12
"47-199,0-7",47-199,0-7,24
"47-199,17-19",47-199,17-19,6
"47-199,19-24",47-199,19-24,36
"47-199,7-9",47-199,7-9,6
"47-199,9-17",47-199,9-17,24
"47-2,17-19",47-2,17-19,6
"47-2,19-24",47-2,19-24,6
"47-2,7-9",47-2,7-9,6
"47-2,9-17",47-2,9-17,12
"47-200,0-7",47-200,0-7,24
"47-200,17-19",47-200,17-19,18
"47-200,19-24",47-200,19-24,30
"47-200,7-9",47-200,7-9,6
"47-200,9-17",47-200,9-17,30
"47-人民桥,0-7",47-人民桥,0-7,24
"47-人民桥,17-19",47-人民桥,17-19,18
"47-人民桥,19-24",47-人民桥,19-24,54
"47-人民桥,7-9",47-人民桥,7-9,24
"47-人民桥,9-17",47-人民桥,9-17,72
"47-人民桥,0-7",47-人民桥,0-7,30
"47-人民桥,17-19",47-人民桥,17-19,24
"47-人民桥,19-24",47-人民桥,19-24,78
"47-人民桥,7-9",47-人民桥,7-9,12
"47-人民桥,9-17",47-人民桥,9-17,66
"47-204,0-7",47-204,0-7,6
"47-204,17-19",47-204,17-19,12
"47-204,19-24",47-204,19-24,12
"47-204,7-9",47-204,7-9,6
"47-204,9-17",47-204,9-17,12
"47-竹辉路,0-7",47-竹辉路,0-7,18
"47-竹辉路,17-19",47-竹辉路,17-19,6
"47-竹辉路,19-24",47-竹辉路,19-24,12
"47-竹辉路,9-17",47-竹辉路,9-17,12
"47-206,17-19",47-206,17-19,6
"47-206,19-24",47-206,19-24,24
"47-金门路,19-24",47-金门路,19-24,12
"47-金门路,7-9",47-金门路,7-9,6
"47-金门路,9-17",47-金门路,9-17,6
"47-22,0-7",47-22,0-7,6
"47-22,19-24",47-22,19-24,12
"47-22,7-9",47-22,7-9,6
"47-22,9-17",47-22,9-17,12
"47-24,19-24",47-24,19-24,12
"47-24,9-17",47-24,9-17,12
"47-25,19-24",47-25,19-24,6
"47-25,9-17",47-25,9-17,6
"47-26,19-24",47-26,19-24,6
"47-26,9-17",47-26,9-17,6
"47-28,9-17",47-28,9-17,6
"47-3,0-7",47-3,0-7,90
"47-3,17-19",47-3,17-19,174
"47-3,19-24",47-3,19-24,132
"47-3,9-17",47-3,9-17,300
"47-30,19-24",47-30,19-24,6
"47-干将桥（干将西路）,17-19",47-干将桥（干将西路）,17-19,12
"47-干将桥（干将西路）,19-24",47-干将桥（干将西路）,19-24,24
"47-干将桥（干将西路）,7-9",47-干将桥（干将西路）,7-9,6
"47-干将桥（干将西路）,9-17",47-干将桥（干将西路）,9-17,24
"47-33,19-24",47-33,19-24,6
"47-33,7-9",47-33,7-9,12
"47-33,9-17",47-33,9-17,12
"47-35,0-7",47-35,0-7,6
"47-干将桥（干将西路）,19-24",47-干将桥（干将西路）,19-24,6
"47-干将桥（干将西路）,19-24",47-干将桥（干将西路）,19-24,6
"47-干将桥（干将西路）,9-17",47-干将桥（干将西路）,9-17,6
"47-39,0-7",47-39,0-7,6
"47-39,19-24",47-39,19-24,6
"47-43,19-24",47-43,19-24,12
"47-43,7-9",47-43,7-9,6
"47-齐门桥,9-17",47-齐门桥,9-17,6
"47-齐门桥,0-7",47-齐门桥,0-7,6
"47-齐门桥,17-19",47-齐门桥,17-19,6
"47-齐门桥,19-24",47-齐门桥,19-24,12
"47-齐门桥,7-9",47-齐门桥,7-9,6
"47-47,19-24",47-47,19-24,12
"47-平门桥,7-9",47-平门桥,7-9,6
"47-平门桥,9-17",47-平门桥,9-17,12
"47-53,9-17",47-53,9-17,6
"47-54,0-7",47-54,0-7,6
"47-55,17-19",47-55,17-19,6
"47-55,7-9",47-55,7-9,6
"47-57,9-17",47-57,9-17,6
"47-58,17-19",47-58,17-19,6
"47-61,9-17",47-61,9-17,6
"47-62,0-7",47-62,0-7,6
"47-62,7-9",47-62,7-9,6
"47-62,9-17",47-62,9-17,6
"47-63,9-17",47-63,9-17,6
"47-64,9-17",47-64,9-17,6
"47-惠济桥,0-7",47-惠济桥,0-7,48
"47-惠济桥,17-19",47-惠济桥,17-19,60
"47-惠济桥,19-24",47-惠济桥,19-24,66
"47-惠济桥,7-9",47-惠济桥,7-9,18
"47-惠济桥,9-17",47-惠济桥,9-17,156
"47-70,9-17",47-70,9-17,6
"47-72,0-7",47-72,0-7,6
"47-72,19-24",47-72,19-24,6
"47-73,7-9",47-73,7-9,6
"47-74,7-9",47-74,7-9,6
"47-77,19-24",47-77,19-24,6
"47-79,17-19",47-79,17-19,12
"47-81,9-17",47-81,9-17,6
"47-齐门桥,0-7",47-齐门桥,0-7,18
"47-齐门桥,17-19",47-齐门桥,17-19,6
"47-齐门桥,19-24",47-齐门桥,19-24,78
"47-齐门桥,7-9",47-齐门桥,7-9,48
"47-齐门桥,9-17",47-齐门桥,9-17,126
"47-娄门桥,0-7",47-娄门桥,0-7,18
"47-娄门桥,17-19",47-娄门桥,17-19,18
"47-娄门桥,19-24",47-娄门桥,19-24,36
"47-娄门桥,7-9",47-娄门桥,7-9,36
"47-娄门桥,9-17",47-娄门桥,9-17,72
"47-85,0-7",47-85,0-7,48
"47-85,17-19",47-85,17-19,36
"47-85,19-24",47-85,19-24,174
"47-85,7-9",47-85,7-9,78
"47-85,9-17",47-85,9-17,456
"47-86,17-19",47-86,17-19,6
"47-87,19-24",47-87,19-24,6
"47-87,7-9",47-87,7-9,6
"47-87,9-17",47-87,9-17,18
"47-90,0-7",47-90,0-7,6
"47-葑门桥,19-24",47-葑门桥,19-24,6
"47-99,9-17",47-99,9-17,6
"平门桥-惠济桥,0-7",平门桥-惠济桥,0-7,6
"平门桥-景德桥,7-9",平门桥-景德桥,7-9,6
"平门桥-1013,7-9",平门桥-1013,7-9,6
"平门桥-41,9-17",平门桥-41,9-17,6
"平门桥-齐门桥,19-24",平门桥-齐门桥,19-24,6
"平门桥-47,0-7",平门桥-47,0-7,6
"平门桥-娄门桥,7-9",平门桥-娄门桥,7-9,12
"平门桥-85,17-19",平门桥-85,17-19,6
"平门桥-85,19-24",平门桥-85,19-24,6
"49-104,9-17",49-104,9-17,6
"49-62,0-7",49-62,0-7,6
"5-1007,19-24",5-1007,19-24,6
"5-144,0-7",5-144,0-7,6
"5-金门路,19-24",5-金门路,19-24,6
"5-2,9-17",5-2,9-17,6
"5-干将桥（干将西路）,7-9",5-干将桥（干将西路）,7-9,6
"5-47,9-17",5-47,9-17,6
"5-91,9-17",5-91,9-17,6
"50-新市桥,0-7",50-新市桥,0-7,6
"50-144,0-7",50-144,0-7,6
"50-金门路,0-7",50-金门路,0-7,6
"50-人民桥,0-7",50-人民桥,0-7,6
"50-人民桥,0-7",50-人民桥,0-7,6
"50-204,0-7",50-204,0-7,6
"51-104,0-7",51-104,0-7,6
"51-金门路,0-7",51-金门路,0-7,6
"平门桥-阊门桥,17-19",平门桥-阊门桥,17-19,6
"平门桥-100,17-19",平门桥-100,17-19,6
"平门桥-1005,0-7",平门桥-1005,0-7,6
"平门桥-1005,9-17",平门桥-1005,9-17,6
"平门桥-1009,19-24",平门桥-1009,19-24,6
"平门桥-1009,9-17",平门桥-1009,9-17,6
"平门桥-1013,9-17",平门桥-1013,9-17,12
"平门桥-阊门桥,19-24",平门桥-阊门桥,19-24,6
"平门桥-阊门桥,9-17",平门桥-阊门桥,9-17,6
"平门桥-阊门桥,19-24",平门桥-阊门桥,19-24,18
"平门桥-阊门桥,9-17",平门桥-阊门桥,9-17,6
"平门桥-104,0-7",平门桥-104,0-7,12
"平门桥-104,9-17",平门桥-104,9-17,12
"平门桥-姑胥桥,19-24",平门桥-姑胥桥,19-24,6
"平门桥-姑胥桥,7-9",平门桥-姑胥桥,7-9,6
"平门桥-姑胥桥,9-17",平门桥-姑胥桥,9-17,6
"平门桥-116,7-9",平门桥-116,7-9,6
"平门桥-新市桥,9-17",平门桥-新市桥,9-17,6
"平门桥-新市桥,0-7",平门桥-新市桥,0-7,6
"平门桥-新市桥,9-17",平门桥-新市桥,9-17,12
"平门桥-相门桥,7-9",平门桥-相门桥,7-9,6
"平门桥-132,7-9",平门桥-132,7-9,6
"平门桥-135,9-17",平门桥-135,9-17,6
"平门桥-139,19-24",平门桥-139,19-24,6
"平门桥-139,9-17",平门桥-139,9-17,6
"平门桥-新市桥,9-17",平门桥-新市桥,9-17,6
"平门桥-144,9-17",平门桥-144,9-17,6
"平门桥-149,9-17",平门桥-149,9-17,6
"平门桥-151,17-19",平门桥-151,17-19,6
"平门桥-151,9-17",平门桥-151,9-17,6
"平门桥-152,19-24",平门桥-152,19-24,6
"平门桥-154,17-19",平门桥-154,17-19,6
"平门桥-156,9-17",平门桥-156,9-17,6
"平门桥-159,7-9",平门桥-159,7-9,12
"平门桥-159,9-17",平门桥-159,9-17,6
"平门桥-竹辉路,19-24",平门桥-竹辉路,19-24,12
"平门桥-竹辉路,9-17",平门桥-竹辉路,9-17,6
"平门桥-164,0-7",平门桥-164,0-7,6
"平门桥-164,17-19",平门桥-164,17-19,6
"平门桥-164,9-17",平门桥-164,9-17,6
"平门桥-165,0-7",平门桥-165,0-7,12
"平门桥-165,19-24",平门桥-165,19-24,6
"平门桥-165,9-17",平门桥-165,9-17,12
"平门桥-169,9-17",平门桥-169,9-17,6
"平门桥-171,17-19",平门桥-171,17-19,6
"平门桥-171,19-24",平门桥-171,19-24,6
"平门桥-173,17-19",平门桥-173,17-19,6
"平门桥-179,0-7",平门桥-179,0-7,6
"平门桥-18,19-24",平门桥-18,19-24,6
"平门桥-18,9-17",平门桥-18,9-17,6
"平门桥-181,17-19",平门桥-181,17-19,6
"平门桥-181,19-24",平门桥-181,19-24,18
"平门桥-181,9-17",平门桥-181,9-17,6
"平门桥-193,17-19",平门桥-193,17-19,6
"平门桥-南园桥,17-19",平门桥-南园桥,17-19,6
"平门桥-197,0-7",平门桥-197,0-7,6
"平门桥-198,0-7",平门桥-198,0-7,6
"平门桥-199,17-19",平门桥-199,17-19,6
"平门桥-199,9-17",平门桥-199,9-17,6
"平门桥-200,17-19",平门桥-200,17-19,6
"平门桥-人民桥,17-19",平门桥-人民桥,17-19,6
"平门桥-人民桥,19-24",平门桥-人民桥,19-24,6
"平门桥-人民桥,19-24",平门桥-人民桥,19-24,6
"平门桥-人民桥,9-17",平门桥-人民桥,9-17,12
"平门桥-204,19-24",平门桥-204,19-24,12
"平门桥-金门路,7-9",平门桥-金门路,7-9,12
"平门桥-22,7-9",平门桥-22,7-9,6
"平门桥-24,0-7",平门桥-24,0-7,6
"平门桥-24,9-17",平门桥-24,9-17,6
"平门桥-25,17-19",平门桥-25,17-19,6
"平门桥-3,19-24",平门桥-3,19-24,18
"平门桥-3,9-17",平门桥-3,9-17,18
"平门桥-金门路,9-17",平门桥-金门路,9-17,6
"平门桥-干将桥（干将西路）,9-17",平门桥-干将桥（干将西路）,9-17,6
"平门桥-33,19-24",平门桥-33,19-24,12
"平门桥-33,9-17",平门桥-33,9-17,6
"平门桥-41,9-17",平门桥-41,9-17,6
"平门桥-43,0-7",平门桥-43,0-7,12
"平门桥-43,7-9",平门桥-43,7-9,6
"平门桥-43,9-17",平门桥-43,9-17,12
"平门桥-齐门桥,9-17",平门桥-齐门桥,9-17,6
"平门桥-齐门桥,19-24",平门桥-齐门桥,19-24,6
"平门桥-齐门桥,9-17",平门桥-齐门桥,9-17,6
"平门桥-47,0-7",平门桥-47,0-7,6
"平门桥-47,17-19",平门桥-47,17-19,12
"平门桥-47,7-9",平门桥-47,7-9,12
"平门桥-47,9-17",平门桥-47,9-17,18
"平门桥-平门桥,9-17",平门桥-平门桥,9-17,6
"平门桥-54,0-7",平门桥-54,0-7,6
"平门桥-54,9-17",平门桥-54,9-17,12
"平门桥-55,19-24",平门桥-55,19-24,6
"平门桥-58,17-19",平门桥-58,17-19,6
"平门桥-59,0-7",平门桥-59,0-7,6
"平门桥-61,0-7",平门桥-61,0-7,12
"平门桥-61,17-19",平门桥-61,17-19,6
"平门桥-74,19-24",平门桥-74,19-24,6
"平门桥-齐门桥,9-17",平门桥-齐门桥,9-17,6
"平门桥-娄门桥,7-9",平门桥-娄门桥,7-9,6
"平门桥-85,19-24",平门桥-85,19-24,18
"平门桥-85,9-17",平门桥-85,9-17,18
"平门桥-86,9-17",平门桥-86,9-17,6
"平门桥-87,17-19",平门桥-87,17-19,6
"平门桥-90,0-7",平门桥-90,0-7,6
"53-阊门桥,9-17",53-阊门桥,9-17,6
"53-景德桥,9-17",53-景德桥,9-17,6
"53-相门桥,19-24",53-相门桥,19-24,6
"53-144,0-7",53-144,0-7,6
"53-164,19-24",53-164,19-24,6
"53-200,0-7",53-200,0-7,6
"53-人民桥,17-19",53-人民桥,17-19,6
"53-23,17-19",53-23,17-19,6
"53-43,19-24",53-43,19-24,6
"53-44,17-19",53-44,17-19,6
"53-6,0-7",53-6,0-7,6
"53-61,0-7",53-61,0-7,6
"53-惠济桥,17-19",53-惠济桥,17-19,6
"53-90,9-17",53-90,9-17,6
"54-惠济桥,9-17",54-惠济桥,9-17,6
"54-1003,7-9",54-1003,7-9,6
"54-阊门桥,0-7",54-阊门桥,0-7,6
"54-104,19-24",54-104,19-24,6
"54-132,9-17",54-132,9-17,6
"54-145,0-7",54-145,0-7,6
"54-156,0-7",54-156,0-7,6
"54-171,17-19",54-171,17-19,6
"54-人民桥,19-24",54-人民桥,19-24,6
"54-22,19-24",54-22,19-24,6
"54-3,7-9",54-3,7-9,6
"54-30,9-17",54-30,9-17,6
"54-34,9-17",54-34,9-17,6
"54-齐门桥,17-19",54-齐门桥,17-19,6
"54-齐门桥,9-17",54-齐门桥,9-17,6
"54-47,0-7",54-47,0-7,12
"54-47,9-17",54-47,9-17,12
"54-平门桥,0-7",54-平门桥,0-7,6
"54-平门桥,7-9",54-平门桥,7-9,6
"54-54,9-17",54-54,9-17,6
"54-57,9-17",54-57,9-17,6
"54-62,9-17",54-62,9-17,6
"54-惠济桥,0-7",54-惠济桥,0-7,6
"54-71,0-7",54-71,0-7,6
"54-87,7-9",54-87,7-9,6
"54-葑门桥,9-17",54-葑门桥,9-17,6
"55-1009,9-17",55-1009,9-17,6
"55-104,0-7",55-104,0-7,12
"55-104,19-24",55-104,19-24,6
"55-104,9-17",55-104,9-17,12
"55-108,9-17",55-108,9-17,6
"55-144,17-19",55-144,17-19,6
"55-156,19-24",55-156,19-24,6
"55-164,9-17",55-164,9-17,6
"55-金门路,9-17",55-金门路,9-17,6
"55-179,9-17",55-179,9-17,6
"55-葑门桥,7-9",55-葑门桥,7-9,6
"55-葑门桥,0-7",55-葑门桥,0-7,6
"55-2,0-7",55-2,0-7,6
"55-2,9-17",55-2,9-17,6
"55-3,7-9",55-3,7-9,6
"55-平门桥,0-7",55-平门桥,0-7,6
"55-平门桥,17-19",55-平门桥,17-19,6
"55-57,0-7",55-57,0-7,6
"55-59,9-17",55-59,9-17,6
"55-62,19-24",55-62,19-24,6
"55-65,0-7",55-65,0-7,6
"55-惠济桥,0-7",55-惠济桥,0-7,6
"55-惠济桥,19-24",55-惠济桥,19-24,6
"55-87,0-7",55-87,0-7,12
"55-87,7-9",55-87,7-9,6
"56-1004,0-7",56-1004,0-7,6
"56-47,0-7",56-47,0-7,6
"56-47,19-24",56-47,19-24,6
"56-71,0-7",56-71,0-7,6
"57-新市桥,19-24",57-新市桥,19-24,6
"57-平门桥,0-7",57-平门桥,0-7,6
"58-阊门桥,19-24",58-阊门桥,19-24,6
"58-179,9-17",58-179,9-17,6
"58-金门路,0-7",58-金门路,0-7,6
"58-3,17-19",58-3,17-19,6
"58-3,9-17",58-3,9-17,6
"58-平门桥,19-24",58-平门桥,19-24,6
"58-平门桥,9-17",58-平门桥,9-17,6
"58-惠济桥,7-9",58-惠济桥,7-9,6
"58-73,0-7",58-73,0-7,6
"58-8,19-24",58-8,19-24,6
"58-87,9-17",58-87,9-17,6
"59-惠济桥,7-9",59-惠济桥,7-9,6
"59-1011,0-7",59-1011,0-7,6
"59-104,19-24",59-104,19-24,6
"59-新市桥,0-7",59-新市桥,0-7,6
"59-人民桥,0-7",59-人民桥,0-7,6
"59-金门路,0-7",59-金门路,0-7,6
"59-金门路,7-9",59-金门路,7-9,12
"59-3,9-17",59-3,9-17,6
"59-干将桥（干将西路）,0-7",59-干将桥（干将西路）,0-7,6
"59-47,17-19",59-47,17-19,6
"59-5,7-9",59-5,7-9,6
"59-63,9-17",59-63,9-17,6
"59-惠济桥,0-7",59-惠济桥,0-7,6
"59-79,0-7",59-79,0-7,6
"6-惠济桥,9-17",6-惠济桥,9-17,12
"6-1001,0-7",6-1001,0-7,6
"6-1009,19-24",6-1009,19-24,6
"6-1013,0-7",6-1013,0-7,12
"6-阊门桥,19-24",6-阊门桥,19-24,6
"6-104,7-9",6-104,7-9,6
"6-姑胥桥,7-9",6-姑胥桥,7-9,6
"6-12,0-7",6-12,0-7,6
"6-13,9-17",6-13,9-17,6
"6-131,19-24",6-131,19-24,6
"6-2,17-19",6-2,17-19,6
"6-2,9-17",6-2,9-17,12
"6-200,0-7",6-200,0-7,6
"6-22,19-24",6-22,19-24,6
"6-29,19-24",6-29,19-24,6
"6-30,7-9",6-30,7-9,6
"6-齐门桥,9-17",6-齐门桥,9-17,6
"6-惠济桥,0-7",6-惠济桥,0-7,6
"6-惠济桥,17-19",6-惠济桥,17-19,6
"6-惠济桥,9-17",6-惠济桥,9-17,6
"6-齐门桥,17-19",6-齐门桥,17-19,6
"6-娄门桥,17-19",6-娄门桥,17-19,6
"6-娄门桥,7-9",6-娄门桥,7-9,18
"6-85,0-7",6-85,0-7,6
"6-85,19-24",6-85,19-24,12
"6-86,9-17",6-86,9-17,6
"6-89,9-17",6-89,9-17,6
"6-90,9-17",6-90,9-17,6
"61-惠济桥,19-24",61-惠济桥,19-24,6
"61-1005,9-17",61-1005,9-17,6
"61-1009,0-7",61-1009,0-7,6
"61-1011,9-17",61-1011,9-17,6
"61-104,7-9",61-104,7-9,6
"61-104,9-17",61-104,9-17,12
"61-123,9-17",61-123,9-17,6
"61-151,9-17",61-151,9-17,6
"61-154,19-24",61-154,19-24,6
"61-竹辉路,19-24",61-竹辉路,19-24,6
"61-161,7-9",61-161,7-9,6
"61-163,7-9",61-163,7-9,6
"61-164,7-9",61-164,7-9,18
"61-165,9-17",61-165,9-17,6
"61-金门路,9-17",61-金门路,9-17,6
"61-171,0-7",61-171,0-7,6
"61-172,19-24",61-172,19-24,6
"61-181,17-19",61-181,17-19,6
"61-181,9-17",61-181,9-17,6
"61-182,0-7",61-182,0-7,6
"61-185,19-24",61-185,19-24,6
"61-198,0-7",61-198,0-7,6
"61-2,0-7",61-2,0-7,6
"61-2,9-17",61-2,9-17,12
"61-200,0-7",61-200,0-7,6
"61-人民桥,17-19",61-人民桥,17-19,6
"61-人民桥,9-17",61-人民桥,9-17,18
"61-202,17-19",61-202,17-19,6
"61-202,9-17",61-202,9-17,6
"61-人民桥,17-19",61-人民桥,17-19,6
"61-南园桥,9-17",61-南园桥,9-17,6
"61-金门路,0-7",61-金门路,0-7,6
"61-22,0-7",61-22,0-7,6
"61-3,17-19",61-3,17-19,12
"61-3,7-9",61-3,7-9,6
"61-3,9-17",61-3,9-17,6
"61-干将桥（干将西路）,7-9",61-干将桥（干将西路）,7-9,6
"61-47,7-9",61-47,7-9,6
"61-47,9-17",61-47,9-17,6
"61-65,19-24",61-65,19-24,6
"61-68,9-17",61-68,9-17,6
"62-惠济桥,0-7",62-惠济桥,0-7,6
"62-1013,7-9",62-1013,7-9,6
"62-104,7-9",62-104,7-9,6
"62-156,7-9",62-156,7-9,6
"62-156,9-17",62-156,9-17,6
"62-172,19-24",62-172,19-24,6
"62-185,9-17",62-185,9-17,6
"62-199,0-7",62-199,0-7,6
"62-2,9-17",62-2,9-17,6
"62-200,9-17",62-200,9-17,6
"62-人民桥,17-19",62-人民桥,17-19,6
"62-人民桥,19-24",62-人民桥,19-24,6
"62-人民桥,9-17",62-人民桥,9-17,6
"62-206,17-19",62-206,17-19,6
"62-金门路,0-7",62-金门路,0-7,6
"62-金门路,7-9",62-金门路,7-9,6
"62-3,17-19",62-3,17-19,18
"62-3,19-24",62-3,19-24,6
"62-3,7-9",62-3,7-9,6
"62-3,9-17",62-3,9-17,18
"62-39,9-17",62-39,9-17,6
"62-43,19-24",62-43,19-24,6
"62-47,0-7",62-47,0-7,12
"62-47,7-9",62-47,7-9,6
"62-平门桥,9-17",62-平门桥,9-17,6
"62-59,19-24",62-59,19-24,6
"62-61,0-7",62-61,0-7,6
"62-62,9-17",62-62,9-17,6
"62-85,19-24",62-85,19-24,6
"62-89,0-7",62-89,0-7,6
"62-89,9-17",62-89,9-17,6
"62-葑门桥,9-17",62-葑门桥,9-17,6
"63-1008,19-24",63-1008,19-24,6
"63-1013,0-7",63-1013,0-7,6
"63-110,0-7",63-110,0-7,6
"63-164,19-24",63-164,19-24,6
"63-164,7-9",63-164,7-9,6
"63-185,9-17",63-185,9-17,6
"63-葑门桥,0-7",63-葑门桥,0-7,6
"63-人民桥,17-19",63-人民桥,17-19,6
"63-人民桥,19-24",63-人民桥,19-24,6
"63-竹辉路,17-19",63-竹辉路,17-19,6
"63-金门路,0-7",63-金门路,0-7,6
"63-3,9-17",63-3,9-17,6
"63-43,9-17",63-43,9-17,6
"63-59,9-17",63-59,9-17,6
"63-64,9-17",63-64,9-17,6
"63-惠济桥,17-19",63-惠济桥,17-19,6
"63-70,7-9",63-70,7-9,6
"63-娄门桥,19-24",63-娄门桥,19-24,6
"64-1011,19-24",64-1011,19-24,6
"64-阊门桥,17-19",64-阊门桥,17-19,6
"64-104,9-17",64-104,9-17,6
"64-相门桥,7-9",64-相门桥,7-9,6
"64-新市桥,0-7",64-新市桥,0-7,12
"64-171,9-17",64-171,9-17,6
"64-199,0-7",64-199,0-7,12
"64-人民桥,9-17",64-人民桥,9-17,6
"64-人民桥,0-7",64-人民桥,0-7,6
"64-干将桥（干将西路）,19-24",64-干将桥（干将西路）,19-24,6
"64-58,19-24",64-58,19-24,6
"64-63,7-9",64-63,7-9,6
"64-惠济桥,9-17",64-惠济桥,9-17,6
"64-76,17-19",64-76,17-19,6
"64-86,7-9",64-86,7-9,6
"65-1013,9-17",65-1013,9-17,6
"65-姑胥桥,0-7",65-姑胥桥,0-7,6
